9687 27657
2607 7789 706
1902 1278 879
1891 7178 433
7877 6544 266
8752 8791 -44
1028 2699 191
9390 9171 -280
1993 9351 195
1489 7125 408
8453 5449 -226
3765 1152 825
9668 8157 38
5330 8633 579
1235 2811 321
7967 5676 855
2544 5615 -492
7569 7061 -547
4532 6460 96
7704 7229 -150
9292 8902 -775
9496 1096 645
5232 717 -723
4122 9549 -289
2021 4174 6
1998 1644 376
1707 6081 581
3157 2786 708
7742 7929 189
9664 9219 100
6307 6093 -891
8092 7189 -158
3809 3308 -435
1972 5329 666
8578 8862 -763
6980 4770 -243
3710 3198 326
8301 6113 135
744 2625 321
2584 7210 36
1285 3497 591
9434 734 568
2173 6717 -404
7383 2628 -477
266 7153 878
5030 3988 0
8188 1759 -522
1133 6953 -964
233 4871 18
6792 1297 -968
2766 7042 153
7841 6973 -938
5818 1482 657
6095 1358 573
8403 73 -728
2363 5166 91
4257 6179 796
2131 4501 993
5403 3845 179
9292 7848 872
8515 8082 876
6449 5969 517
8160 6351 378
4420 8511 274
4020 3889 160
3627 4315 436
419 7921 -100
3509 3980 917
6659 3479 -52
8023 9312 -532
7691 3026 520
8164 8864 333
4535 2561 560
4289 5722 -102
3838 7725 287
107 5517 504
9605 6718 -777
5407 1256 -50
9282 5869 295
8848 9064 9
871 8783 -219
2016 2669 916
1203 5777 445
3575 9215 -443
8688 5761 -986
9094 6403 91
1127 3051 362
1589 7799 -127
5730 3684 629
735 7804 841
7860 7211 -920
2118 4039 -589
3541 2223 682
8573 7709 193
1390 8072 567
705 2065 972
5028 5667 -889
5290 5183 -180
6149 5884 -60
5242 1216 -687
8642 8242 -561
234 2838 270
7283 7272 128
7129 323 832
5202 8873 671
5275 607 648
1082 8315 -88
7100 4994 303
4016 6512 -841
1211 4689 16
661 385 396
539 5446 477
2392 4345 832
6775 6316 227
9528 8927 -470
1375 9108 75
3061 9093 290
6248 6573 -172
5158 7517 -669
2258 8281 -331
3233 2497 994
7156 6647 -112
9564 6699 968
575 3792 -583
2403 5811 931
1636 4777 315
4736 4089 -644
1877 8856 132
289 329 752
9196 5629 72
2544 8837 -342
1538 2525 150
5065 7935 599
9009 9511 648
9349 465 -380
2624 1697 -720
8478 2453 813
8832 888 -326
3615 1319 -462
5918 5214 817
5298 7721 458
2543 5966 -480
3971 2712 -722
3882 138 -519
8593 6076 515
4889 7914 65
3656 9653 -567
5502 815 -349
2468 6085 -995
9653 7134 188
9492 719 377
5604 4374 192
8457 6740 -610
1505 9296 282
9073 4366 -173
2110 7598 312
83 9222 282
9168 378 959
1770 3412 514
8016 3322 223
4131 6240 203
146 7098 770
2764 5694 -342
5916 1328 782
299 896 -869
3427 6525 166
7071 8026 -533
3035 7601 -706
7903 1579 842
4793 2368 890
6531 7689 -357
9578 7018 961
2504 3068 -272
4329 9564 738
5865 2105 -271
1529 2843 -36
4809 1784 557
5878 9302 -889
8541 5284 -576
1785 3478 -875
7252 5055 -729
8562 6228 -835
3501 7461 690
2442 671 797
8584 2588 -857
8569 4209 -85
1186 1806 201
6986 1254 258
1566 7322 891
3409 1312 112
7451 7983 -168
828 752 -849
5129 7955 143
7600 7988 -2
1685 7200 522
669 8888 351
3538 5913 -922
7909 569 232
7862 3134 -864
9120 8892 978
7283 6860 365
8885 2935 -652
3732 8469 925
2682 4388 84
2246 9514 6
5258 6379 847
1048 163 858
1312 7139 -236
143 5691 81
3111 22 91
1510 1741 94
1825 6454 67
9685 7079 850
7592 2030 -758
8694 5092 -665
3325 4919 359
8271 5664 -669
4291 7186 806
4355 7577 -971
3791 1147 691
7625 5186 314
9570 1103 -287
8383 6556 -278
2936 1197 -942
6204 4609 -234
762 3122 -504
1672 9199 -183
759 8075 -615
3463 4737 -423
1330 3627 376
1399 2029 941
5445 4378 -59
3480 7311 339
5829 8723 -792
2461 7616 -727
8955 5691 687
8267 6944 71
1040 4220 -306
9449 7048 -799
1458 3128 626
5277 8424 438
3177 7531 802
3530 6699 -427
9338 8096 681
6507 9006 188
6743 7915 163
9135 4809 -644
5916 980 -197
2639 6056 698
1648 7254 -219
8607 7928 -279
6039 7324 959
4865 6363 -755
8511 7506 -274
6676 5128 -593
241 6208 -717
4497 4159 436
7033 5156 396
1353 1981 761
5464 9096 875
8851 3722 -357
3898 3104 461
2801 4932 289
2411 5349 -672
6578 2861 164
4330 511 -13
2792 3147 -230
3061 3013 196
6509 691 226
8890 2102 210
3398 5501 -575
9652 895 943
5844 2339 709
3839 7858 -935
3130 6948 620
4238 9014 -519
968 1234 352
8583 9007 -400
6363 480 842
2713 4361 -338
3108 7011 680
3136 3932 -929
2437 1491 220
484 5273 -841
9071 4253 224
7666 687 62
3830 2126 -250
1412 1692 507
202 6474 776
2250 7835 -292
5068 498 632
3728 532 381
8578 5285 -793
3530 2856 -62
390 3373 -205
3145 7654 551
473 2301 188
8291 8334 -922
9542 8868 -202
9113 2191 690
9435 2805 203
8253 1108 -508
4938 291 107
5056 1712 -134
7154 5560 815
5872 6713 -602
8543 7890 959
3105 4957 253
7694 9260 -119
8080 694 45
2066 506 780
6199 794 720
540 344 -306
1333 120 46
9574 5263 705
8698 6161 467
4882 397 -590
8504 4600 -907
1861 65 354
1372 5365 -695
2374 7521 -411
6127 709 759
2858 61 -984
9325 4926 -392
3856 9663 130
5224 6774 51
6865 3782 256
6389 8265 -208
2398 3436 120
4719 1298 -210
7609 9587 153
572 1093 -141
9013 9342 234
3129 2188 750
4746 34 306
5402 1295 -875
9068 306 793
8035 9284 865
6791 6919 72
4434 8583 -605
4894 89 -29
8924 6161 -231
1469 5256 -865
5956 2910 -90
5846 4249 844
5386 1538 -154
7470 4217 -448
4663 156 -240
1022 7706 560
7577 5449 677
9191 4004 -629
934 9153 -786
4530 1194 -282
1110 4114 1
4207 8150 -165
4953 5950 796
4691 8984 -892
7274 2508 -266
1829 9647 -676
8252 4321 -548
9578 8975 -72
6082 8920 -554
2851 2695 537
2560 4228 -797
2844 6487 897
2952 7111 979
7672 1905 -856
2123 7331 562
1692 1216 -421
2332 4515 -464
933 8886 -180
5393 3448 500
3725 2215 -974
8124 3167 274
8511 972 920
4027 8566 -140
1053 4130 -406
9145 5193 -652
1693 1273 119
4044 5111 -215
4167 6194 -129
321 3102 555
9582 1178 453
3016 5145 -991
966 3210 814
3469 2792 -466
2289 5632 -914
7647 9549 -704
1332 3445 -466
6414 4543 425
8132 1098 -415
7359 4684 -252
5183 788 -365
3980 1693 -144
1722 428 -135
2017 3563 499
8908 5732 916
6247 4506 -615
3331 9294 762
9289 2049 -502
8291 3420 -933
1920 3723 798
2903 3598 333
8706 4373 -313
9568 7319 956
8748 2326 720
8273 466 248
6053 9120 794
5553 7063 611
7022 7489 -880
5675 8147 -120
7228 6769 368
593 2217 999
3089 9457 113
6809 9500 313
6437 1126 348
4905 288 668
9169 6678 -1
5286 5245 431
7693 5877 643
1984 393 501
1661 8338 877
6678 9395 -324
9614 6839 830
9105 6995 606
6692 7275 768
317 181 757
6609 7030 -810
5276 5979 -729
6634 3297 798
8730 8742 -563
1151 6930 -753
7229 592 987
1445 4372 -27
5987 4977 929
6972 8077 1000
5628 6557 454
2427 2755 382
9598 6624 891
6147 57 -735
9321 2470 -316
1708 8228 96
2430 4347 388
6146 8079 -134
4765 8948 372
6546 3881 234
6907 5001 716
327 7505 -83
5842 5104 880
5085 8379 -409
8587 9387 388
8635 8789 -265
2597 8424 957
9065 4898 -242
9136 1037 316
2508 2373 433
2467 4089 -154
5936 4270 901
2131 619 526
3581 3755 -388
1710 8800 787
5945 6339 -134
6322 2413 -374
5078 8400 501
361 8136 -238
3034 2127 -265
1636 5775 -489
5526 1554 926
4752 8110 496
4860 4193 547
2842 695 301
9506 6650 -566
2342 4413 438
5260 7960 28
9243 2709 -503
1680 3911 -969
5556 6898 -75
1614 4086 668
9432 9380 -259
1345 7518 -671
3092 7908 -205
677 8803 336
74 5879 914
6427 4245 472
4815 3406 379
2048 3162 636
6704 5778 -180
3100 3600 327
8264 8911 149
3442 5983 846
3602 1343 453
3937 5105 287
1559 5643 152
4805 2463 -539
7355 1371 936
8810 8495 806
7502 2753 -105
1541 4105 -441
4918 338 -466
621 708 76
966 1403 109
3750 2304 -272
3977 4017 -10
5219 7681 10
1934 6810 -693
6211 7996 -374
7761 3936 62
6186 4706 667
6389 8439 377
1043 5996 865
9552 6983 -812
7512 9028 -158
7725 7006 -254
1745 2695 -702
4350 3116 310
4977 9255 201
3643 8388 -76
9324 6127 655
7241 2594 101
2279 700 -221
1342 3227 -287
8191 7392 -975
1433 8386 220
9205 3674 797
7546 8724 -777
5756 644 -763
3037 5063 -813
1270 9094 899
5457 8998 583
3173 4398 527
2555 5408 774
8613 7318 83
622 8503 -331
9002 679 -257
2100 8324 -670
8244 7935 -480
6142 6359 -64
6513 7024 -360
2106 5115 21
1349 6384 228
1315 6737 -599
7608 388 -186
2417 6520 752
156 8858 -94
2259 5645 964
3478 7687 -612
8 1826 602
6135 8644 -579
2392 3650 397
591 7867 -113
1251 7729 927
2050 2497 889
3829 7118 -318
8429 799 -766
2933 2858 754
5881 7912 -439
3098 7286 999
8391 1324 -701
5182 6960 523
5811 1565 -835
8524 5848 -572
419 6235 810
2792 7959 -606
5822 4842 869
5356 4203 -424
1815 3136 -311
6013 254 544
250 4479 327
8526 7404 -567
3469 8476 890
3864 8920 -8
1252 3663 -342
9670 8830 900
2406 490 26
941 6955 944
8765 5671 -566
6476 3705 -298
1655 6672 533
4706 4096 -894
2097 6720 -885
3422 3658 -884
8766 2250 318
1713 4115 557
9022 5870 -422
4164 3839 -603
7468 9220 494
6522 3990 419
3942 2748 410
5901 1007 628
3357 7045 -736
8751 8330 25
322 7833 -8
6482 5535 421
47 4815 26
9507 237 -6
9009 3123 816
7346 1022 -878
2271 9412 -364
2918 2980 -954
5218 4256 283
6886 6859 -879
9237 262 -626
1145 4118 192
8080 2036 881
8406 4947 -793
4272 5398 -207
2550 4244 -517
6121 1067 -434
8167 1477 -990
6782 7773 -999
3085 7415 772
5607 2988 375
7520 131 302
2786 7079 -954
1853 3419 313
2107 7577 942
4490 5458 -805
172 3988 12
8331 2901 -23
1485 625 -972
3129 2192 529
2815 4396 124
2756 788 650
2509 2876 -624
8747 3185 752
1635 1052 178
1129 4992 -761
4723 9006 263
246 8389 152
2886 4740 710
5087 8288 468
6323 4124 -814
5303 5195 701
3890 2068 -826
5579 3001 911
8692 2646 -558
8182 4052 -315
6264 9545 379
2535 936 -678
5523 6838 -823
7708 2284 -207
6294 3776 -6
2532 3960 -915
3374 3672 612
1879 3563 -382
6863 1451 224
7651 8778 360
1315 8573 610
8457 7408 -638
8436 8233 551
2710 7839 694
4582 8555 -178
3390 1072 521
4212 9291 -246
8315 4169 415
6856 6893 -963
2624 2730 345
7970 3071 -147
9040 4971 -303
2116 3350 222
3654 8653 927
4942 6643 30
7337 1332 -468
5969 1609 -568
1675 191 -846
7885 3168 907
8251 3258 296
8665 6883 599
9008 5858 898
4167 2651 -96
6638 1750 945
4015 8863 -576
5988 1092 853
4952 6212 -434
3833 1288 945
6907 3789 -858
1400 5443 -856
6090 4479 764
3100 226 764
2444 6548 628
3633 7595 969
8710 284 161
687 1316 -718
5800 6826 -976
4035 1254 161
9492 7415 340
6542 4476 936
9428 8287 -487
7089 1429 -910
746 215 -428
8846 3104 -742
5252 52 -691
1297 3077 -260
223 4253 -23
8542 4445 522
2599 8867 -717
5050 5381 -546
2127 1393 -992
4385 3477 -393
6537 1120 691
1220 4820 921
7129 767 -346
3169 9598 -672
7305 7184 335
7926 4258 421
9671 9628 -674
3603 4310 -174
7774 4760 -215
2725 634 -854
1098 1626 -235
1794 3924 -829
9103 6887 -727
8103 2233 700
3591 5655 237
3976 101 259
4477 4678 -811
7296 3145 884
4990 8902 -438
3466 8686 340
7842 3279 113
8852 6344 899
4758 606 744
3211 7970 577
8164 5622 -333
8734 4334 -815
1942 1918 661
4476 517 572
4868 8436 628
5336 6938 492
9388 2164 708
780 7677 -609
8266 4290 -763
388 5536 993
8744 3168 -438
7561 6334 -833
1162 7010 273
8662 9593 39
605 2597 -958
319 78 -745
6296 2192 538
6051 2774 529
8542 9267 -715
1129 8483 -794
1926 4956 -679
14 9668 463
5680 9683 222
8975 3611 -737
6719 1042 -863
3432 7183 -142
365 3183 903
681 1513 -980
1627 7798 -503
3600 7198 971
576 8209 504
7826 3036 372
7466 6383 -279
2486 8739 567
7166 6536 913
6379 2935 -769
6183 4521 182
7450 1812 904
4846 3075 202
4899 8214 -479
3204 4713 -823
8591 7733 597
4762 3488 -397
9219 6819 -651
1068 1257 -102
3283 5669 -834
2097 5340 577
4408 7865 -506
4147 4999 -922
4383 5556 54
8410 6806 197
4329 1957 225
4763 60 -297
4991 6031 976
1462 7896 -122
7589 3574 428
7495 7167 -750
344 449 852
9275 9016 759
5595 6456 622
5034 3584 -416
9674 1843 71
3563 3054 990
6454 8153 589
7922 6616 382
9675 2727 -881
8844 1970 525
3473 4027 616
7604 531 183
3234 7474 180
9475 6216 -602
7794 3249 109
7298 6411 396
5049 8899 576
1570 4829 -342
8698 504 -615
2073 429 -710
168 3105 49
6597 520 -189
4240 6662 233
4452 1241 -601
2065 1873 -304
9633 6075 712
74 2985 -110
5844 6287 -874
8509 12 905
9048 7157 -490
6346 4118 -8
6213 7140 671
1144 2614 679
67 1624 649
8517 7389 17
3033 8412 -975
385 8093 -223
2322 7656 906
3012 1723 -150
2100 5759 -503
5858 8454 1
8476 1551 46
4342 5274 -329
7225 7897 834
5108 431 864
2332 9490 636
5036 1083 -930
1346 2156 366
4886 3461 599
3848 6771 -868
8165 943 -467
3650 1721 -279
5355 224 -914
9491 591 -632
4185 2673 -247
4336 676 345
2401 7322 32
4789 400 135
5563 9138 -888
6946 7979 353
4969 6706 -13
4334 7434 -95
3966 4636 80
8582 5834 109
1282 3316 -697
1634 2039 404
8283 1963 -696
248 8209 766
1019 422 -181
2524 5867 76
9594 4596 144
6289 3493 197
6686 7199 -356
5788 2456 863
2340 5111 344
3553 186 765
614 4280 51
3249 7477 -806
305 4163 -71
5101 6433 849
8042 2208 -915
4610 7974 -472
2308 4292 -15
5527 926 -2
6093 8988 -31
272 1430 544
7318 77 34
8129 3400 341
6767 7699 146
9217 4080 -956
3162 2818 377
5260 6865 356
5767 6715 416
3367 3765 -901
24 1533 -714
5795 2583 711
8209 90 158
8769 5247 927
642 8290 -568
3387 5132 635
4871 6173 658
9346 4235 228
5325 2028 555
6449 7779 318
7181 3910 -600
4684 8778 644
7090 6585 -98
4578 6733 -519
8082 3037 258
471 4745 -83
1999 6964 676
361 8357 606
7184 4417 -414
1514 1944 -59
6315 2962 463
7661 2478 -829
2361 767 -826
5557 3928 -75
4628 1479 64
4208 3795 942
3665 3635 -668
4973 2615 361
6825 7334 -884
5453 8847 210
6735 766 238
3313 7049 722
5131 8629 692
7856 6607 -375
9149 7915 -752
7537 7833 767
486 1102 -858
9224 939 -327
9393 3535 741
3207 6612 550
1521 6271 560
3272 5766 58
1914 605 -345
4293 4266 -379
668 7437 167
7320 3590 20
7533 97 -267
3401 4174 -918
8350 4558 255
7747 5395 -120
2271 4577 121
7307 1174 716
371 5648 215
8717 4772 -81
6368 2793 -175
8144 3554 118
6240 8754 548
6943 3243 328
5665 2557 223
8265 8713 -36
9662 5681 474
9118 3273 -676
1660 2228 496
2905 2250 54
405 3754 431
3129 9185 972
7752 5450 979
7325 1516 -221
2173 3588 -813
523 2798 270
2092 3000 341
9459 8270 -822
470 566 -238
9472 8270 335
6897 3031 423
4311 6728 -121
5659 6802 658
4575 6642 -935
6944 8144 -734
7781 2594 413
1289 8191 43
2801 114 294
8674 4149 482
7369 8123 -312
1636 2531 -53
2619 2192 557
1199 9018 -639
8512 4726 74
5015 6026 867
7584 6179 13
8968 2445 -176
3027 8922 755
9207 5368 -921
1065 4006 211
459 32 -293
691 6495 -377
3973 9654 -184
5672 4213 370
4067 7464 -555
8476 9101 279
1834 5621 -729
1539 2577 -103
9110 8504 -870
6851 9492 -690
6478 791 -287
3072 802 -92
2513 5007 953
4545 3506 -135
6573 175 -321
2679 774 955
1851 3709 -997
9159 2609 688
1359 418 -753
5859 6839 -334
9249 5525 -677
3463 520 -252
783 3556 -34
5159 9273 412
5453 8971 -831
4643 5744 -438
3034 6610 817
4354 3256 0
7477 3419 -73
4238 5139 -45
2104 3121 632
6934 7144 -394
8366 1939 -66
8161 3703 -2
9147 5051 144
5990 5443 653
4562 8189 -370
1211 3276 -741
2736 3128 -426
5787 5030 320
7031 198 793
3038 1744 -917
6255 7408 -545
5026 2913 62
9249 8688 580
7083 7948 834
544 3182 -600
3737 2024 -274
2879 3906 -648
5348 4720 969
8704 5318 -587
4782 3811 591
5474 1094 -649
9295 2040 -802
7188 3309 207
2449 223 0
7998 313 -83
599 933 616
6691 8149 -987
8915 4516 893
8486 2268 -112
4871 3083 -327
4895 5792 -827
1884 8905 -951
7078 35 399
6678 87 143
5552 2341 -485
8248 75 -567
2512 689 -78
3121 7609 232
3019 1219 190
2238 7367 -324
2007 775 826
5394 7506 -950
1771 7006 824
5835 1276 478
3223 9476 -134
35 1197 690
3046 2035 -446
8036 8458 -612
5389 8305 -875
5624 5851 441
6117 9092 -364
2157 6238 -163
351 7696 -77
9655 220 284
7503 3243 695
8715 3180 450
4343 7644 -784
7919 276 615
6019 6199 651
1726 552 -778
4230 6776 -388
648 5852 847
9640 4193 -621
6880 6631 739
6585 8554 102
171 40 150
9657 8183 935
7929 118 -275
3432 7667 257
7997 9135 631
5331 1090 -930
6504 4114 -330
3456 9462 -613
3446 1428 918
3352 6693 582
4260 1270 -699
5375 4444 -974
7273 4985 -220
1209 5953 292
1333 2560 -43
4827 2193 438
2492 1808 994
1168 2916 -617
1057 4160 -894
8135 3293 411
658 1078 615
2236 9023 56
3135 8686 796
8930 8657 -109
6796 4426 635
2762 6170 -914
1880 3125 -472
1104 604 -374
7284 3500 -641
2782 5252 595
7395 67 140
4520 7750 189
3682 485 -754
4763 4892 -806
7873 248 -506
8982 2240 418
9420 883 -158
442 8550 444
405 8769 95
5920 3144 740
5100 5480 -173
2180 1847 -422
2926 3269 889
3102 2978 -190
3575 6263 988
1327 7884 27
9662 285 580
4305 1995 782
3141 9095 -151
2925 8403 -362
4503 5979 -85
2343 6118 -757
3261 2416 634
8208 9014 543
8312 5347 117
2238 811 -579
9226 7706 -389
1260 4821 669
1996 1285 187
1306 1679 6
1858 8866 -419
3737 2300 122
2849 2708 517
3982 3752 -970
567 4721 -354
4740 6257 -419
7656 3895 809
8956 3670 905
5721 1923 -671
6083 4950 -141
1455 1519 -205
5902 5104 231
230 5357 -755
2554 1030 382
5328 2059 657
6176 9173 -705
8004 6373 -304
4234 3481 -608
4125 3790 60
1550 3852 -546
2580 4633 -767
96 229 551
2776 8637 955
6719 8440 -398
4721 606 -750
8491 7381 569
6508 4187 399
7974 8528 -823
9685 167 -575
4499 7237 -46
1292 2186 -131
8710 8121 -151
9404 124 493
7238 7693 344
856 2708 537
4599 5403 990
3889 8489 -677
4155 7490 -134
5831 3827 -77
4966 8199 813
3249 4395 -574
3208 9523 -218
8478 3185 813
2084 4016 844
676 7790 713
9356 7269 886
5871 631 336
3072 4718 -261
6789 5815 -612
3697 8780 -376
210 1636 208
4981 6328 702
1988 1608 541
3416 8128 -648
3078 8417 -7
4905 8858 114
1968 8870 -43
9158 8601 276
6571 4091 -774
6574 1298 -310
8943 3045 108
8255 2074 232
2807 7214 -576
3171 5088 -154
4467 1731 698
17 287 97
2143 1491 -638
9468 3057 -439
7273 6102 840
1124 8272 512
6510 8989 -113
4544 838 -106
8345 2577 465
3447 3683 62
9380 3788 765
145 8282 -671
7828 6814 -220
2289 7426 -991
367 5836 989
6269 8431 -151
3195 4563 -140
5257 4430 892
1567 6167 -241
3950 7348 -922
5943 4677 840
8145 4633 163
3177 5713 311
34 3554 943
4860 5504 -394
2829 7678 -341
2458 6170 811
1491 5350 371
7011 2838 -530
4858 5439 -267
6366 4769 -15
6509 1628 160
7059 3255 624
7267 561 -433
4183 5369 -810
5097 6978 652
7348 8651 283
2107 2115 184
8796 4875 81
8819 1722 -335
9364 9328 -691
8747 5348 -211
7570 3599 -53
3875 7304 229
4960 5015 -331
4724 1161 -900
788 4287 -334
2117 9107 558
9378 3097 543
6068 4697 892
5346 8340 654
5242 9503 -202
7599 2474 691
2872 2210 -783
2203 2693 -655
9130 3058 522
6054 1774 -803
8453 384 -873
875 282 -412
9568 1447 858
5874 7594 369
1530 516 -399
6149 9531 -184
2657 7457 -794
6894 1723 -347
6589 5341 -824
8934 3607 -960
8616 1259 268
7969 5759 104
5756 322 424
5426 9376 -544
3999 4473 448
5636 7762 -16
6001 4742 466
9043 7633 679
6990 7634 -428
2876 8432 -933
9350 5114 -792
983 8518 -340
2457 1348 -915
1432 8249 -600
972 9202 -470
2241 1274 590
6816 1175 182
6835 4584 407
447 5606 137
6802 9317 -794
5276 7277 810
7191 788 -341
8067 2401 708
8661 5175 241
2139 2731 112
6691 7362 402
6315 4181 -539
6181 408 683
1923 4759 283
204 5817 807
2813 3253 -272
